date,spread_mean,spread_sum,spread_std,spread_positive_pct,reg_vol,n_hours,direction,direction_binary,dow,dow_name,month,year_month,is_weekend,direction_lag1,direction_lag2,direction_lag3,spread_lag1,spread_lag2,reg_vol_lag1,direction_rolling_3d,direction_rolling_7d,spread_rolling_7d,period
2025-01-30,29.213567708333333,701.125625,35.670770093312704,79.16666666666666,22.64806734744018,24,1.0,1,3,Thursday,1,2025-01,0,1.0,1.0,1.0,22.147055208333327,36.94446666666666,28.422353617435135,1.0,1.0,49.39316339285714,2025
2025-01-31,20.705149999999996,496.9235999999999,33.954328976037644,75.0,20.84161205620639,24,1.0,1,4,Friday,1,2025-01,0,1.0,1.0,1.0,29.213567708333333,22.147055208333327,22.64806734744018,1.0,1.0,44.99864925595237,2025
2025-02-01,28.875999999999994,693.0239999999999,34.055139289602664,83.33333333333334,28.334416985602683,24,1.0,1,5,Saturday,2,2025-02,1,1.0,1.0,1.0,20.705149999999996,29.213567708333333,20.84161205620639,1.0,1.0,40.82847916666666,2025
2025-02-02,35.067732291666665,841.625575,31.71662512399629,87.5,23.40024130305767,24,1.0,1,6,Sunday,2,2025-02,1,1.0,1.0,1.0,28.875999999999994,20.705149999999996,28.334416985602683,1.0,1.0,36.649841369047614,2025
2025-02-03,45.341756249999996,1088.2021499999998,48.745220514855205,83.33333333333334,30.066385003528165,24,1.0,1,0,Monday,2,2025-02,0,1.0,1.0,1.0,35.067732291666665,28.875999999999994,23.40024130305767,1.0,1.0,34.459834970238084,2025
2025-02-04,9.516728260869565,218.88475,48.76253826735949,60.86956521739131,32.620311359627884,23,1.0,1,1,Tuesday,2,2025-02,0,1.0,1.0,1.0,45.341756249999996,35.067732291666665,30.066385003528165,1.0,1.0,31.185104017857135,2025
2025-02-05,7.401840624999998,177.64417499999996,56.78139500882722,45.83333333333333,28.53562026918166,24,1.0,1,2,Wednesday,2,2025-02,0,1.0,1.0,1.0,9.516728260869565,45.341756249999996,32.620311359627884,1.0,1.0,27.266855674171836,2025
2025-02-06,54.37100520833334,1304.904125,63.11183428716947,75.0,27.551077099257057,24,1.0,1,3,Thursday,2,2025-02,0,1.0,1.0,1.0,7.401840624999998,9.516728260869565,28.53562026918166,1.0,1.0,25.16039644798136,2025
2025-02-07,53.99821770833333,1295.9572249999999,38.81163878145575,91.66666666666666,27.715968568924424,24,1.0,1,4,Friday,2,2025-02,0,1.0,1.0,1.0,54.37100520833334,7.401840624999998,27.551077099257057,1.0,1.0,28.754316090838504,2025
2025-02-08,12.161775,291.8826,39.68828640614502,58.333333333333336,26.95834719224409,24,1.0,1,5,Saturday,2,2025-02,1,1.0,1.0,1.0,53.99821770833333,54.37100520833334,27.715968568924424,1.0,1.0,33.510468620600406,2025
2025-02-09,12.460398958333336,299.04957500000006,47.494788171397815,66.66666666666666,24.621363372621676,24,1.0,1,6,Sunday,2,2025-02,1,1.0,1.0,1.0,12.161775,53.99821770833333,26.95834719224409,1.0,1.0,31.12272219202898,2025
2025-02-10,63.062617708333335,1513.502825,77.6291979634006,79.16666666666666,35.49121233327344,24,1.0,1,0,Monday,2,2025-02,0,1.0,1.0,1.0,12.460398958333336,12.161775,24.621363372621676,1.0,1.0,27.893103144409935,2025
2025-02-11,47.46665520833333,1139.199725,74.1985238352379,66.66666666666666,33.25675939602888,24,1.0,1,1,Tuesday,2,2025-02,0,1.0,1.0,1.0,63.062617708333335,12.460398958333336,35.49121233327344,1.0,1.0,30.424654781314693,2025
2025-02-12,11.486831250000002,275.68395000000004,54.41722056143997,50.0,32.35295978026073,24,1.0,1,2,Wednesday,2,2025-02,0,1.0,1.0,1.0,47.46665520833333,63.062617708333335,33.25675939602888,1.0,1.0,35.846072916666664,2025
2025-02-13,38.20343229166667,916.8823750000001,52.95693963740498,79.16666666666666,33.19290706798019,24,1.0,1,3,Thursday,2,2025-02,0,1.0,1.0,1.0,11.486831250000002,47.46665520833333,32.35295978026073,1.0,1.0,36.42964300595238,2025
2025-02-14,26.518766666666664,636.4504,64.07382134290353,62.5,30.66253836271234,24,1.0,1,4,Friday,2,2025-02,0,1.0,1.0,1.0,38.20343229166667,11.486831250000002,33.19290706798019,1.0,1.0,34.119989732142855,2025
2025-02-15,10.711880208333335,257.08512500000006,44.96966659771895,58.333333333333336,27.28076146773709,24,1.0,1,5,Saturday,2,2025-02,1,1.0,1.0,1.0,26.518766666666664,38.20343229166667,30.66253836271234,1.0,1.0,30.194353869047614,2025
2025-02-16,22.26764375,534.42345,56.75712055954639,62.5,27.280905316420725,24,1.0,1,6,Sunday,2,2025-02,1,1.0,1.0,1.0,10.711880208333335,26.518766666666664,27.28076146773709,1.0,1.0,29.987226041666663,2025
2025-02-17,37.33335833333333,896.0006,55.816484947690824,75.0,32.00628796756211,24,1.0,1,0,Monday,2,2025-02,0,1.0,1.0,1.0,22.26764375,10.711880208333335,27.280905316420725,1.0,1.0,31.388261011904756,2025
2025-02-18,69.39835624999999,1665.56055,52.06347059526615,91.66666666666666,32.86047207081812,24,1.0,1,1,Tuesday,2,2025-02,0,1.0,1.0,1.0,37.33335833333333,22.26764375,32.00628796756211,1.0,1.0,27.712652529761897,2025
2025-02-19,47.310681249999995,1135.45635,75.98298861273742,75.0,31.551396025768923,24,1.0,1,2,Wednesday,2,2025-02,0,1.0,1.0,1.0,69.39835624999999,37.33335833333333,32.86047207081812,1.0,1.0,30.845752678571422,2025
2025-02-20,73.70067717391305,1695.115575,94.62017975489285,73.91304347826086,33.886593062096665,23,1.0,1,3,Thursday,2,2025-02,0,1.0,1.0,1.0,47.310681249999995,69.39835624999999,31.551396025768923,1.0,1.0,35.96344553571428,2025
2025-02-21,35.745709375,857.897025,84.19202923180734,66.66666666666666,35.811154673461104,24,1.0,1,4,Friday,2,2025-02,0,1.0,1.0,1.0,73.70067717391305,47.310681249999995,33.886593062096665,1.0,1.0,41.03448051889234,2025
