date,pnl,pnl_raw,n_correct,n_traded,cum_pnl,cum_pnl_raw,accuracy,year,month_period
2025-08-06,-48.32999999999994,-48.32999999999994,8,24,5772.015,7094.630000000003,0.3333333333333333,2025,2025-08
2025-08-07,0.0,218.12000000000006,0,0,5772.015,7312.750000000003,0.0,2025,2025-08
2025-08-08,-12.920000000000016,-128.74,0,1,5759.095,7184.010000000003,0.0,2025,2025-08
2025-08-09,61.02999999999998,61.02999999999998,16,24,5820.125,7245.040000000003,0.6666666666666666,2025,2025-08
2025-08-10,-43.38000000000001,-43.38000000000001,9,24,5776.745,7201.660000000003,0.375,2025,2025-08
2025-08-11,-7.329999999999972,-7.329999999999972,10,24,5769.415,7194.330000000003,0.4166666666666667,2025,2025-08
2025-08-12,35.519999999999996,35.519999999999996,12,24,5804.935,7229.850000000003,0.5,2025,2025-08
2025-08-13,-62.49000000000002,-62.49000000000002,10,24,5742.445000000001,7167.360000000003,0.4166666666666667,2025,2025-08
2025-08-14,-121.89999999999998,-121.89999999999998,7,24,5620.545000000001,7045.460000000004,0.2916666666666667,2025,2025-08
2025-08-15,21.440000000000037,21.440000000000037,12,24,5641.985000000001,7066.900000000003,0.5,2025,2025-08
2025-08-16,-132.84,-132.84,6,24,5509.145,6934.060000000003,0.25,2025,2025-08
2025-08-17,-69.97000000000003,-69.97000000000003,9,24,5439.175,6864.090000000003,0.375,2025,2025-08
2025-08-18,3.1700000000000017,23.559999999999988,1,2,5442.345,6887.650000000003,0.5,2025,2025-08
2025-08-19,50.83000000000001,99.13999999999999,2,2,5493.175,6986.790000000004,1.0,2025,2025-08
2025-08-20,-1.1099999999999852,40.31999999999999,0,1,5492.0650000000005,7027.110000000003,0.0,2025,2025-08
2025-08-21,-60.82000000000001,-60.82000000000001,10,24,5431.245000000001,6966.290000000004,0.4166666666666667,2025,2025-08
2025-08-22,81.97000000000001,81.97000000000001,19,24,5513.215000000001,7048.260000000004,0.7916666666666666,2025,2025-08
2025-08-23,10.419999999999977,10.419999999999977,14,24,5523.635000000001,7058.680000000004,0.5833333333333334,2025,2025-08
2025-08-24,230.29,230.29,22,24,5753.925000000001,7288.970000000004,0.9166666666666666,2025,2025-08
2025-08-25,9.88000000000001,-4.830000000000057,1,1,5763.805000000001,7284.140000000004,1.0,2025,2025-08
2025-08-26,0.0,106.48000000000002,0,0,5763.805000000001,7390.620000000004,0.0,2025,2025-08
2025-08-27,-133.35999999999999,-133.35999999999999,8,22,5630.4450000000015,7257.260000000005,0.36363636363636365,2025,2025-08
2025-08-28,245.25,245.25,8,24,5875.6950000000015,7502.510000000005,0.3333333333333333,2025,2025-08
2025-08-29,-117.775,-153.65,9,24,5757.920000000002,7348.860000000005,0.375,2025,2025-08
2025-08-30,-189.60999999999999,-189.60999999999999,7,24,5568.310000000002,7159.2500000000055,0.2916666666666667,2025,2025-08
2025-08-31,-43.69000000000003,-43.69000000000003,10,24,5524.620000000003,7115.560000000006,0.4166666666666667,2025,2025-08
2025-09-01,45.65000000000001,45.65000000000001,9,24,5570.270000000002,7161.2100000000055,0.375,2025,2025-09
2025-09-02,-0.2399999999999487,-0.2399999999999487,11,24,5570.0300000000025,7160.970000000006,0.4583333333333333,2025,2025-09
